element,sp_num,obs_wl_vac(A),intens,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref
Fe,2,9547.389,1.2,,,11.0896991,12.3883229,3d5.(4P).4s.4p.(3P*),6P*,5/2,3d6.(3F2).5s,f 4F,3/2,,,L18349c145
P,1,9547.80,1500,,,6.9852271,8.2837898,3s2.3p2.(3P).4s,4P,5/2,3s2.3p2.(3P).4p,2D*,3/2,,,L5148
Fe,2,9548.458,2.2,,,12.7746894,14.0731624,3d6.(5D<4>).4f,2[2]*,3/2,3d6.(5D<3>).5g,2[2],3/2,,,L18349c139
Ti,1,9548.696,2500,,,0.83599520,2.1344363,3d3.(4F).4s,a 5F,4,3d2.(3F).4s.4p.(3P*),z 5F*,5,,,L10989
H,1,9548.8,(9000),1.6506e+05,AAA,12.0875052,13.38596103,3,,,8,,,,T8637,L7389
Fe,2,9548.862,2.5,2.1e+05,D+,11.4474493,12.7458673,3d5.(4G).4s.4p.(3P*),v 4F*,5/2,3d6.(5D).6s,4D,5/2,,T6892c83,L18349c139
Fe,2,9549.3310,4,9.e+05,E,12.2815138,13.5798687,3d6.(3P2).5s,4P,1/2,3d6.(3P2).5p,4P*,1/2,,T6892c83,L18349c139
Ne,1,9550.0241,2800,7.31e+06,C+,18.72638145,20.02464208,2s2.2p5.(2P*<1/2>).3p,2[1/2],1,2s2.2p5.(2P*<3/2>).3d,2[1/2]*,0,,T6976,L9097
Fe,2,9550.886,3.5,3.9e+05,D+,9.9408057,11.2389481,3d6.(5D).5s,e 4D,3/2,3d6.(5D).5p,6F*,1/2,,T6892c83,L18349c139
Ca,1,9551.00,11,,,,,,,,,,,,,L6097
Ne,2,9551.929,22,,,34.84277499,36.14077610,2s2.2p4.(3P).3d,2F,5/2,2s2.2p4.(3P).4p,4D*,5/2,,,L1406
Fe,2,9551.9309,5bl(Ne),,,12.8560572,14.1540577,3d6.(5D<2>).4f,2[5]*,11/2,3d6.(5D).6d,4F,9/2,,,L18349c148
Ti,2,9552.726,36bl,,,9.15012937,10.4480208,3d2.(3F).5p,2F*,7/2,3d2.(3F).5d,4G,5/2,,,u37
Ti,1,9552.734,15,,,3.5507637,4.8486575,3d3.(4F).4p,y 5F*,2,3d3.(4F).5s,f 5F,1,,,L10989
Fe,2,9552.954,15,5.0e+04,D+,6.21873433,7.5165973,3d6.(3F1).4s,c 4F,9/2,3d6.(3H).4p,z 4G*,11/2,,T6892c83,L18349c139
Fe,1,9553.576,83,,,4.98804995,6.28582776,3d6.(5D).4s.4p.(1P*),x 5D*,2,3d6.(5D).4s (6D).4d,f 5D,2,,,L11631
Fe,2,9554.1185,17,4.1e+06,E,12.3766049,13.6743089,3d6.(3F2).5s,f 4F,5/2,3d6.(3F1).5p,4D*,5/2,,T6892c83,L18349c139
Fe,2,9554.1979,5,,,12.7746894,14.0723830,3d6.(5D<4>).4f,2[2]*,3/2,3d6.(5D<3>).5g,2[3],5/2,,,L18349c139
Fe,2,9554.2890,5,,,12.8126137,14.1102948,3d6.(5D<3>).4f,2[4]*,7/2,3d6.(5D<2>).5g,2[4],9/2,,,L18349c139
Ar,2,9556.2514,36,,,23.484470418,24.781885060,3s2.3p4.(3P).5p,4D*,7/2,3s2.3p4.(3P).5d,4D,7/2,,,L11520
Ne,2,9556.320,40,,,37.4813807,38.7787847,2s2.2p4.(3P).4d,2D,5/2,2s2.2p4.(3P<2>).5f,2[3]*,7/2,,,L1406
O,2,9556.37,9*,,,31.673760,32.971156,2s2.2p2.(3P).4d,2F,7/2,2s2.2p2.(3P).5f G,2[5]*,9/2,,,L10621
O,2,9556.37,9*,,,31.653427,32.950819,2s2.2p2.(3P).4d,2F,5/2,2s2.2p2.(3P).5f D,2[2]*,3/2,,,L10621
Ti,1,9556.625,23,,,2.16028282,3.4576469,3d3.(2D2).4s,a 3D,2,3d2.(3P).4s.4p.(3P*),z 5P*,3,,,L10989
Ti,2,9557.89,0,,,8.98286555,10.2800631,3d2.(3F).5p,4D*,5/2,3d2.(3F).6s,4F,5/2,,,L5432
O,2,9559.08,7,,,31.653427,32.950457,2s2.2p2.(3P).4d,2F,5/2,2s2.2p2.(3P).5f G,2[4]*,7/2,,,L10621
Fe,1,9559.126,148,,,3.25148176,4.54850612,3d7.(2D2).4s,a 3D,3,3d7.(4F).4p,y 3F*,4,,,L11631
P,1,9559.43,280,,,,,,,,,,,,,L5148
Fe,2,9559.480,7,3.0e+05,D+,9.9408057,11.2377818,3d6.(5D).5s,e 4D,3/2,3d6.(5D).5p,4D*,5/2,,T6892c83,L18349c139
Cr,2,9559.495,4,,,13.08131857,14.37829202,3d4.(5D<3>).4f,2[6]*,13/2,3d4.(5D<4>).5g,2[7],15/2,,,L18847
Fe,2,9559.7148,6,3.3e+06,E,12.2829242,13.5798687,3d6.(3P2).5s,2P,3/2,3d6.(3P2).5p,4P*,1/2,,T6892c83,L18349c139
Fe,2,9562.040,4bl(Ne),,,12.8156139,14.1122413,3d6.(5D<3>).4f,2[3]*,5/2,3d6.(3D).4d,4P,3/2,,,L18349c148
Ne,2,9562.26,40w*,,,37.4813807,38.7779776,2s2.2p4.(3P).4d,2D,5/2,2s2.2p4.(3P<2>).5f,2[4]*,7/2,,,L1406
Ne,2,9562.26,40w*,,,36.1994328,37.4960221,2s2.2p4.(3P).4p,4D*,1/2,2s2.2p4.(3P).4d,2D,3/2,,,L1406
Fe,2,9562.7013,28,,,5.51071390,6.8072583,3d6.(5D).4p,z 4D*,7/2,3d6.(3F1).4s,d 2F,7/2,,,L18349c145
Fe,2,9563.4422,11,1.7e+06,E,12.3597808,13.6562198,3d6.(3F2).5s,f 4F,7/2,3d6.(3F2).5p,4F*,7/2,,T6892c83,L18349c139
Fe,2,9564.0545,70,3.81e+06,B+,11.3538714,12.6502274,3d6.(5D).5p,w 6P*,5/2,3d6.(5D).6s,6D,7/2,,T6892c83,L18349c139
P,1,9566.062,1700,8.1e+06,D,6.9543513,8.2504346,3s2.3p2.(3P).4s,4P,3/2,3s2.3p2.(3P).4p,4P*,5/2,,"T1619CA,LS",L5148
S,2,9566.600,8,,,19.897376,21.193387,3s2.3p2.(3P<1>).4f,2[4]*,7/2,3s2.3p2.(3P<1>).5g,2[5],9/2,,,L5883
Fe,1,9567.486,62,,,5.06378173,6.35967275,3d6.(5D).4s.4p.(1P*),x 5F*,3,3d6.(5D).4s (4D).5s,e 3D,3,,,L11631
Ar,2,9569.46,0,,,24.15215486,25.44777276,3s2.3p4.(3P<2>).4f,2[4]*,9/2,3s2.3p4.(3P<2>).5g,2[3],7/2,,,L14821
Ti,2,9569.90,1,,,9.00236547,10.2979463,3d2.(3F).5p,4D*,7/2,3d2.(3F).6s,4F,7/2,,,L5432
Ca,2,9570.59,100,,,,,,,,,,,,,L6097
Fe,2,9570.7699,4,,,12.8141045,14.1095509,3d6.(5D<3>).4f,2[5]*,9/2,3d6.(5D<2>).5g,2[6],11/2,,,L18349c139
Cr,1,9571.2492,31,,,2.54383615,3.83921781,3d5.(4G).4s,a 5G,2,3d4.(5D).4s.4p.(3P*),z 5F*,3,,,L14866
Sc,2,9572.345,0*,,,9.345073,10.640324,3p6.3d.4f,3F*,3,3p6.3d.(2D<5/2>).5g,2[7/2],4,,,L5141
Sc,2,9572.345,0*,,,9.345073,10.64030,3p6.3d.4f,3F*,3,3p6.3d.(2D<5/2>).5g,2[7/2],3,,,L5141
Fe,1,9572.532,1380,2.50e+06,C,4.99127081,6.28647868,3d6.(5D).4s.4p.(1P*),x 5F*,5,3d6.(5D).4s (6D).4d,e 5G,5,,T5720,L11631
Ti,1,9572.591,24,,,3.5586909,4.8538921,3d3.(4F).4p,y 5F*,3,3d3.(4F).5s,f 5F,2,,,L10989
Al,3,9574.15,8,5.82e+07,A+,22.122926,23.417915,2p6.5p,2P*,1/2,2p6.5d,2D,3/2,,c32,L277
Cr,1,9574.4382,700,,,2.54426770,3.83921781,3d5.(4G).4s,a 5G,3,3d4.(5D).4s.4p.(3P*),z 5F*,3,,,L14866
Fe,2,9575.1306,3.4,3.8e+05,D+,11.4510101,12.7458673,3d5.(4G).4s.4p.(3P*),v 4F*,3/2,3d6.(5D).6s,4D,5/2,,T6892c83,L18349c139
Fe,2,9575.2315,130,3.7e+04,D,5.82322475,7.11806748,3d6.(5D).4p,z 4P*,5/2,3d5.4s2,d 4P,5/2,,T6892c83,L18349c139
Fe,2,9576.1787,5,,,12.8156139,14.1103288,3d6.(5D<3>).4f,2[3]*,5/2,3d6.(5D<2>).5g,2[4],7/2,,,L18349c139
Fe,1,9576.281,21,,,5.08559017,6.38029108,3d6.(5D).4s.4p.(1P*),x 5F*,2,3d6.(5D).4s (6D).4d,e 7G,3,,,L11631
Ne,1,9576.628,2,,,19.77977193,21.07442614,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,2s2.2p5.(2P*<3/2>).6p,2[1/2],0,,,L9097
Cr,1,9576.9378,3400,,,2.54460569,3.83921781,3d5.(4G).4s,a 5G,4,3d4.(5D).4s.4p.(3P*),z 5F*,3,,,L14866
Ti,1,9577.31,3q,,,1.44315262,2.7377185,3d3.(4F).4s,b 3F,3,3d2.(3F).4s.4p.(3P*),z 1D*,2,,,L10989
F,1,9577.43,30,1.47e+06,C+,14.583383,15.877925,2s2.2p4.(3P).3p,2D*,5/2,2s2.2p4.(3P).3d,4D,7/2,,T7043,L7481
Fe,1,9577.563,87,,,5.32039963,6.61492758,3d6.(3H).4s.4p.(3P*),y 5G*,5,3d7.(4F).4d,e 5H,6,,,L11631
Fe,2,9578.6902,60,,,12.0893786,13.3837539,3d6.(3P2).5s,4P,5/2,3d6.(5D).6p,4P*,3/2,,,L18349c139
Ar,2,9578.94,0,,,24.15972864,25.45407080,3s2.3p4.(3P<2>).4f,2[3]*,5/2,3s2.3p4.(3P<2>).5g,2[2],3/2,,,L14821
Ne,2,9579.640,240*,,,35.19841919,36.4926649,2s2.2p4.(3P).4s,2P,1/2,2s2.2p4.(3P).4p,2P*,1/2,,,L1406
Ne,2,9579.640,240*,,,36.25939694,37.5536404,2s2.2p4.(3P).4p,2D*,3/2,2s2.2p4.(3P).4d,2F,5/2,,,L1406
Cr,2,9579.966,1,,,13.03347189,14.32767448,3d4.(5D<0>).4f,2[3]*,5/2,3d4.(5D<2>).5g,2[3],5/2,,,L18847
Sc,2,9580.194,0,,,9.326274,10.620444,3p6.3d.4f,1G*,4,3p6.3d.(2D<3/2>).5g,2[11/2],5,,,L5141
Cr,2,9580.9951,5,,,10.47612089,11.77018471,3d4.(5D).5s,e 4D,5/2,3d4.(5D).5p,4D*,3/2,,,L18847
Fe,2,9581.3827,4bl(Fe I),,,12.8156139,14.1096247,3d6.(5D<3>).4f,2[3]*,5/2,3d6.(5D<2>).5g,2[3],5/2,,,L18349c148
Fe,1,9581.383,23bl,,,5.93072834,7.2247405,3d6.(3F2).4s.4p.(3P*),x 3G*,5,3d6.(5D).4s (4D).4d,g 5G,5,,,L11631
Fe,2,9581.5062,4,,,12.8156139,14.1096090,3d6.(5D<3>).4f,2[3]*,5/2,3d6.(5D<2>).5g,2[3],7/2,,,L18349c139
Fe,1,9582.028,6,,,5.09954435,6.39346861,3d6.(5D).4s.4p.(1P*),x 5F*,1,3d6.(5D).4s (6D).4d,e 7G,1,,,L11631
Cr,2,9583.9387,6,,,13.03347189,14.32713762,3d4.(5D<0>).4f,2[3]*,5/2,3d4.(5D<2>).5g,2[4],7/2,,,L18847
Li,2,9584.05,,5.1423e+06,AAA,60.92269,62.216336,1s.2s,1S,0,1s.2p,1P*,1,,T8636c73,L4834
Fe,2,9584.2050,7,,,12.8523307,14.1459608,3d6.(5D<2>).4f,2[2]*,5/2,3d6.(5D<0>).5g,2[4],7/2,,,L18349c139
V,1,9584.762,1600,,,1.94517098,3.23872689&dagger;,3d4.(3F2).4s,b 4F,5/2,3d4.(5D).4p,y 4F*,7/2,,,L15916
Fe,1,9585.188,69,,,2.58810592,3.88160368,3d6.4s2,b 3F2,3,3d6.(5D).4s.4p.(3P*),z 3F*,4,,,L11631
Fe,2,9586.874,1.2,,,13.8534803,15.1467502,3d6.(3H).5p,4H*,7/2,3d6.(3H).6s,4H,9/2,,,L18349c139
Cl,1,9587.430,1000,6.6e+06,D,8.9874370,10.2806325,3s2.3p4.(3P).4s,4P,3/2,3s2.3p4.(3P).4p,4P*,5/2,,"T1619CA,LS",L298
Sc,2,9588.175,0*,,,9.347229,10.640324,3p6.3d.4f,3G*,4,3p6.3d.(2D<5/2>).5g,2[7/2],4,,,L5141
Sc,2,9588.175,0*,,,9.347229,10.64030,3p6.3d.4f,3G*,4,3p6.3d.(2D<5/2>).5g,2[7/2],3,,,L5141
Ar,2,9589.619,10,,,24.15487223,25.44777276,3s2.3p4.(3P<2>).4f,2[4]*,7/2,3s2.3p4.(3P<2>).5g,2[3],7/2,,,L11520
Ti,1,9591.421,24,,,3.5693042,4.8619612,3d3.(4F).4p,y 5F*,4,3d3.(4F).5s,f 5F,3,,,L10989
Fe,2,9592.4227,50,1.0e+06,E,12.1646572,13.4571796,3d6.(3P2).5s,4P,3/2,3d5.(2F1).4s.4p.(3P*),4F*,5/2,,T6892c83,L18349c139
Ti,1,9592.702,16,4.50e+05,C+,3.2145099,4.5069949,3d2.(3P).4s.4p.(3P*),5D*,4,3d2.4s.(4F).5s,e 5F,5,,T6897,L10989
Fe,2,9593.0460,9,1.5e+05,D+,11.6529591,12.9453973,3d5.(4D).4s.4p.(3P*),6D*,7/2,3d6.(5D).5d,6D,9/2,,T6892c83,L18349c139
Fe,2,9593.6639,90,1.5e+07,D,12.2056752,13.4980302,3d6.(3H).5s,e 4H,9/2,3d6.(3H).5p,4H*,9/2,,T6892c83,L18349c139
Cl,1,9594.85,3500,2.4e+07,D,9.2028320,10.4950268,3s2.3p4.(3P).4s,2P,3/2,3s2.3p4.(3P).4p,2D*,5/2,,"T1619CA,LS",L298
Fe,2,9595.624,3.1,,,12.8182037,14.1102948,3d6.(5D<3>).4f,2[3]*,7/2,3d6.(5D<2>).5g,2[4],9/2,,,L18349c139
P,1,9596.13,280,1.1e+07,D,6.9356043,8.2276264,3s2.3p2.(3P).4s,4P,1/2,3s2.3p2.(3P).4p,4P*,3/2,,"T1619CA,LS",L5148
Cr,2,9596.947,3,,,13.08770727,14.37962063,3d4.(5D<3>).4f,2[6]*,11/2,3d4.(5D<4>).5g,2[6],11/2,,,L18847
O,2,9597.17,10,3.01e+07,C,30.771222,32.063101,2s2.2p2.(3P).4p,2D*,5/2,2s2.2p2.(3P).5s,2P,3/2,,T5723LS,L10621
K,1,9598.33,15bl*,3.449e+06,AA,2.6699600,3.961688,3p6.3d,2D,5/2,3p6.6f,2F*,7/2,,T9168,L6096
K,1,9598.33,15bl*,2.294e+05,AA,2.6699600,3.961688,3p6.3d,2D,5/2,3p6.6f,2F*,5/2,,T9168,L6096
Fe,2,9598.9201,18,,,12.8542909,14.1459384,3d6.(5D<2>).4f,2[3]*,7/2,3d6.(5D<0>).5g,2[4],9/2,,,L18349c139
K,1,9600.46,14,3.207e+06,AA,2.6702462,3.961688,3p6.3d,2D,3/2,3p6.6f,2F*,5/2,,T9168,L6096
Fe,2,9601.4406,120,2.4e+06,C+,9.9045425,11.1958510,3d6.(5D).5s,e 4D,5/2,3d6.(5D).5p,6F*,7/2,,T6892c83,L18349c139
Sc,2,9601.445,0,,,9.345073,10.636384,3p6.3d.4f,3F*,3,3p6.3d.(2D<5/2>).5g,2[9/2],4,,,L5141
Ca,2,9601.87,110,,,,,,,,,,,,,L6097
Ar,2,9601.958,2,,,24.15215486,25.44339266,3s2.3p4.(3P<2>).4f,2[4]*,9/2,3s2.3p4.(3P<2>).5g,2[4],9/2,,,L14821
Ne,2,9602.123,12,,,36.2711665,37.5623819,2s2.2p4.(3P).4p,2S*,1/2,2s2.2p4.(3P).4d,4F,3/2,,,L1406
Ti,1,9602.225,3800,,,0.82585949,2.1170622,3d3.(4F).4s,a 5F,3,3d2.(3F).4s.4p.(3P*),z 5F*,4,,,L10989
Cr,2,9603.171,1,,,13.08431454,14.37539227,3d4.(5D<2>).4f,2[2]*,5/2,3d4.(5D<4>).5g,2[3],5/2,,,L18847
Sc,2,9603.383,0,,,9.347229,10.638277,3p6.3d.4f,3G*,4,3p6.3d.(2D<5/2>).5g,2[11/2],5,,,L5141
Ca,2,9604.45,80,,,,,,,,,,,,,L6097
Ar,2,9604.5586,110,,,24.15215486,25.44304392,3s2.3p4.(3P<2>).4f,2[4]*,9/2,3s2.3p4.(3P<2>).5g,2[5],11/2,,,L11520
Fe,1,9604.764,78,,,5.01168158,6.30254306,3d5.(6S).4s2.4p,y 7P*,4,3d6.(5D).4s (6D).4d,e 7F,5,,,L11631
Ti,1,9604.924,11,3.52e+05,C+,3.1984941,4.4893350,3d2.(3P).4s.4p.(3P*),5D*,3,3d2.4s.(4F).5s,e 5F,4,,T6897,L10989
C,1,9605.6648,3500000,3.1e+06,B,7.48039414,8.771134696,2s2.2p.3s,3P*,0,2s2.2p.3p,3S,1,,"T6070n,T4828n,u24",L12175c183
Fe,2,9605.7368,11,,,12.8188939,14.1096247,3d6.(5D<3>).4f,2[2]*,3/2,3d6.(5D<2>).5g,2[3],5/2,,,L18349c139
Cr,2,9606.5370,4,,,13.08770727,14.37833058,3d4.(5D<3>).4f,2[6]*,11/2,3d4.(5D<4>).5g,2[7],13/2,,,L18847
Ca,1,9606.91,10,,,,,,,,,,,,,L6097
Fe,2,9606.9590,16bl(Fe I),,,12.7189170,14.0094825,3d6.(3G).5s,f 4G,11/2,3d6.(5D<4>).5f,2[6]*,11/2,,,L18349c148
Fe,1,9606.959,100,,,5.09954435,6.39011087,3d6.(5D).4s.4p.(1P*),x 5F*,1,3d6.(5D).4s (6D).4d,e 7G,2,,,L11631
Cr,1,9607.816,5,,,4.5350512,5.82550252,3d5.(2F2).4s,d 3F,4,3d4.(3H).4s.4p.(3P*),z 3G*,5,,,L14866
Fe,2,9608.5555,50,9.e+05,E,12.3455088,13.6358609,3d6.(3F2).5s,f 4F,9/2,3d5.(2H).4s.4p.(3P*),4H*,11/2,,T6892c83,L18349c139
Al,3,9608.62,9,6.94e+07,A+,22.127500,23.417834,2p6.5p,2P*,3/2,2p6.5d,2D,5/2,,c32,L277
Sc,2,9608.721,0,,,9.357242,10.647575,3p6.3d.4f,3G*,5,3p6.3d.(2D<5/2>).5g,2[13/2],6,,,L5141
Fe,1,9609.118,43,,,4.59311043,5.88338708,3d7.(2F).4s,d 3F,4,3d7.(2G).4p,z 1G*,4,,,L11631
Ti,1,9609.429,17,,,3.5826547,4.8728897,3d3.(4F).4p,y 5F*,5,3d3.(4F).5s,f 5F,4,,,L10989
Fe,2,9610.962,5,,,9.0576548,10.3476866,3d6.(1G2).4p,x 2F*,5/2,3d6.(5D).4d,e 6F,3/2,,,L18349c139
Fe,1,9611.532,28,,,4.98504395,6.27499663,3d5.(6S).4s2.4p,y 7P*,3,3d6.(5D).4s (6D).4d,e 7P,3,,,L11631
P,1,9611.68,750,4.4e+06,E,6.9356043,8.2255380,3s2.3p2.(3P).4s,4P,1/2,3s2.3p2.(3P).4p,4P*,1/2,,"T1619CA,LS",L5148
Fe,2,9611.7114,5bl(Fe II)*,,,12.8188939,14.1088199,3d6.(5D<3>).4f,2[2]*,3/2,3d6.(5D<2>).5g,2[2],3/2,,,L18349c148
Fe,2,9611.7114,5bl(Fe II)*,,,12.8188939,14.1088197,3d6.(5D<3>).4f,2[2]*,3/2,3d6.(5D<2>).5g,2[2],5/2,,,L18349c148
Cr,2,9612.64917,88,,,10.32049674,11.61029937,3d4.(5D).5s,e 6D,9/2,3d4.(5D).5p,6F*,11/2,,,L18847
Cr,2,9612.77632,63,,,10.29581141,11.58559701,3d4.(5D).5s,e 6D,7/2,3d4.(5D).5p,6F*,9/2,,,L18847
V,1,9612.936,5600,,,3.8876126,5.17737642,3d4.(3F1).4s,4F,9/2,3d4.(3G).4p,t 4G*,7/2,,,L15916
Ar,2,9613.02,0.5,,,23.67388033,24.96363470,3s2.3p4.(3P).5p,2S*,1/2,3s2.3p4.(3P).5d,4P,3/2,,,L14821
Fe,2,9613.078,1.5,,,12.3455088,13.6352538,3d6.(3F2).5s,f 4F,9/2,3d6.(3H).5p,4G*,7/2,,,L18349c139
Fe,2,9613.672,1.2,,,12.7841142,14.0737807,3d6.(5D<4>).4f,2[1]*,3/2,3d6.(5D<3>).5g,2[1],1/2,,,L18349c139
V,1,9614.337,6900,,,1.95532863,3.24490427,3d4.(3F2).4s,b 4F,9/2,3d4.(5D).4p,y 4F*,9/2,,,L15916
Fe,2,9614.339,1,,,12.8207506,14.1103288,3d6.(5D<3>).4f,2[2]*,5/2,3d6.(5D<2>).5g,2[4],7/2,,,L18349c139
O,2,9614.44,9,3.33e+07,C,30.749350,32.038913,2s2.2p2.(3P).4p,2D*,3/2,2s2.2p2.(3P).5s,2P,1/2,,T5723LS,L10621
Ar,2,9615.145,2*,,,25.88831364,27.1777815,3s2.3p4.(1D<2>).4f,2[5]*,11/2,3s2.3p4.(1D<2>).5g,2[6],13/2,,,L14821
Ar,2,9615.145,2*,,,25.88831410,27.1777820,3s2.3p4.(1D<2>).4f,2[5]*,9/2,3s2.3p4.(1D<2>).5g,2[6],11/2,,,L14821
Fe,1,9616.0410,141,,,,,,,,,,,,,L11631
Fe,2,9616.0410,25,2.4e+06,D+,12.2815138,13.5708617,3d6.(3P2).5s,4P,1/2,3d6.(3P2).5p,4P*,3/2,,T6892c83,L18349c139
V,1,9617.364,5900,,,1.94955593,3.23872689&dagger;,3d4.(3F2).4s,b 4F,7/2,3d4.(5D).4p,y 4F*,7/2,,,L15916
Sc,2,9617.705,1,,,9.347229,10.636358,3p6.3d.4f,3G*,4,3p6.3d.(2D<5/2>).5g,2[9/2],5,,,L5141
Ti,1,9618.578,8,2.77e+05,C+,3.1863923,4.4754008,3d2.(3P).4s.4p.(3P*),5D*,2,3d2.4s.(4F).5s,e 5F,3,,T6897,L10989
Fe,2,9618.6445,4,,,12.7841142,14.0731127,3d6.(5D<4>).4f,2[1]*,3/2,3d6.(5D<3>).5g,2[2],5/2,,,L18349c139
Fe,2,9618.7552,8,,,12.8569773,14.1459608,3d6.(5D<2>).4f,2[3]*,5/2,3d6.(5D<0>).5g,2[4],7/2,,,L18349c139
Cr,2,9619.3275,44,,,10.27594646,11.56485364,3d4.(5D).5s,e 6D,5/2,3d4.(5D).5p,6F*,7/2,,,L18847
Fe,2,9619.6924,6,,,12.8207506,14.1096090,3d6.(5D<3>).4f,2[2]*,5/2,3d6.(5D<2>).5g,2[3],7/2,,,L18349c139
Fe,2,9621.2775,140,4.9e+06,B+,9.7607579,11.0494038,3d6.(5D).5s,e 6D,3/2,3d6.(5D).5p,6D*,5/2,,T6892c83,L18349c139
Fe,2,9621.410,2.5,8.e+04,D+,11.6529591,12.9415873,3d5.(4D).4s.4p.(3P*),6D*,7/2,3d6.(5D).5d,6F,7/2,,T6892c83,L18349c139
Ar,2,9622.2149,56*,,,24.15487223,25.44339266,3s2.3p4.(3P<2>).4f,2[4]*,7/2,3s2.3p4.(3P<2>).5g,2[4],9/2,,,L11520
Ar,2,9622.2149,56*,,,24.15487223,25.44339237,3s2.3p4.(3P<2>).4f,2[4]*,7/2,3s2.3p4.(3P<2>).5g,2[4],7/2,,,L11520
C,1,9623.4214,7500000,8.6e+06,B,7.48277598,8.771134696,2s2.2p.3s,3P*,1,2s2.2p.3p,3S,1,,"T6070n,T4828n,u24",L12175c183
Ar,2,9624.7054,68,,,24.15487223,25.44305904,3s2.3p4.(3P<2>).4f,2[4]*,7/2,3s2.3p4.(3P<2>).5g,2[5],9/2,,,L11520
O,1,9624.77,100,5.22e+04,C+,12.7590208,14.0472014,2s2.2p3.(4S*).4d,3D*,2,2s2.2p3.(2D*).3p,3D,1,,T5713LS,L3760
Fe,1,9625.734,42,,,5.02027939,6.30832866,3d6.(5D).4s.4p.(1P*),x 5D*,0,3d6.(5D).4s (6D).4d,f 5D,1,,,L11631
Ar,2,9625.8757,19,,,24.15972864,25.44775895,3s2.3p4.(3P<2>).4f,2[3]*,5/2,3s2.3p4.(3P<2>).5g,2[3],5/2,,,L11520
Cr,2,9627.316,2,,,13.03984221,14.32768005,3d4.(5D<0>).4f,2[3]*,7/2,3d4.(5D<2>).5g,2[3],7/2,,,L18847
Fe,2,9627.728,0.8,,,12.7859594,14.0737413,3d6.(5D<4>).4f,2[1]*,1/2,3d6.(5D<3>).5g,2[1],3/2,,,L18349c139
O,1,9627.93,120,1.85e+05,C+,12.7590123,14.0467669,2s2.2p3.(4S*).4d,3D*,3,2s2.2p3.(2D*).3p,3D,3,,T5713LS,L3760
Fe,1,9628.290,166,,,5.01168158,6.29938878,3d5.(6S).4s2.4p,y 7P*,4,3d6.(5D).4s (6D).4d,f 7D,4,,,L11631
P,1,9628.44,180,,,,,,,,,,,,,L5148
Ti,2,9628.516,30,,,9.06740444,10.3550815,3d2.(3F).5p,2G*,9/2,3d2.(3F).6s,2F,7/2,,,u37
Cr,1,9629.0162,40,,,2.91511324,4.20272344,3d4.4s2,a 3P,1,3d4.(5D).4s.4p.(3P*),z 3P*,1,,,L14866
Fe,1,9629.137,1260,4.51e+06,D+,5.03306811,6.32066224,3d6.(5D).4s.4p.(1P*),x 5F*,4,3d6.(5D).4s (6D).4d,e 5G,4,,T5720,L11631
Fe,1,9629.465,204,,,5.30458359,6.59213395,3d6.(3H).4s.4p.(3P*),y 5G*,6,3d7.(4F).4d,f 5G,6,,,L11631
P,1,9631.06,180,,,,,,,,,,,,,L5148
Cr,1,9631.100,2,,,3.40961132,4.69694311,3d4.(5D).4s.4p.(3P*),z 7D*,3,3d5.(6S).5s,e 5S,2,,,L14866
Cr,2,9631.250,3,,,13.03984221,14.32715349,3d4.(5D<0>).4f,2[3]*,7/2,3d4.(5D<2>).5g,2[4],9/2,,,L18847
Fe,2,9632.065,2.4bl(Fe II)*,,,12.7859594,14.0731624,3d6.(5D<4>).4f,2[1]*,1/2,3d6.(5D<3>).5g,2[2],3/2,,,L18349c148
Fe,2,9632.065,2.4bl(Fe II)*,,,12.9001119,14.1873147,3d6.(5D<0>).4f,2[3]*,5/2,3d6.(5D).6d,114428,7/2,,,L18349c148
Ar,2,9633.53,0,,,22.514803938,23.80181442,3s2.3p4.(3P).5s,4P,5/2,3s2.3p4.(1S).4p,2P*,3/2,,,L14821
Sc,2,9633.704,0,,,9.337089,10.62407,3p6.3d.4f,3G*,3,3p6.3d.(2D<3/2>).5g,2[5/2],3,,,L5141
Cr,2,9633.7378,25,,,10.26138684,11.54836597,3d4.(5D).5s,e 6D,3/2,3d4.(5D).5p,6F*,5/2,,,L18847
Fe,2,9633.950,2.4bl(Fe II)*,,,12.8225962,14.1095509,3d6.(5D<3>).4f,2[6]*,13/2,3d6.(5D<2>).5g,2[6],11/2,,,L18349c148
Fe,2,9633.950,2.4bl(Fe II)*,,,12.8225962,14.1095483,3d6.(5D<3>).4f,2[6]*,13/2,3d6.(5D<2>).5g,2[6],13/2,,,L18349c148
Fe,2,9634.4176,160,1.4e+06,D,12.0893786,13.3762669,3d6.(3P2).5s,4P,5/2,3d5.(4F).4s.4p.(3P*),6D*,7/2,,T6892c83,L18349c139
Mg,2,9634.530,12,4.21e+07,A,11.569039,12.855912,2p6.4d,2D,5/2,2p6.5f,2F*,7/2,,"c31,T6870",L7414
Fe,1,9634.935,102,,,5.93068755,7.21750752,3d6.(3F2).4s.4p.(3P*),x 3G*,3,3d6.4s.(4D).4d,5P,2,,,L11631
